Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
30,4,1,0,7,5,4,0,0,0,40,9,0
45,4,3,0,2,0,4,1,0,0,40,0,0
39,1,1,2,5,4,4,0,5455,0,60,9,0
18,4,4,1,7,3,4,1,0,0,20,9,0
28,4,4,0,2,0,2,1,0,0,40,9,0
27,4,1,0,8,0,4,1,0,0,45,9,0
38,4,4,1,2,1,4,1,0,0,40,9,0
33,4,4,0,2,0,4,1,0,0,40,9,0
25,4,4,0,2,0,4,1,0,0,40,9,1
25,0,4,0,0,5,4,0,0,0,4,9,0
38,4,3,1,7,3,2,0,0,0,40,9,0
23,4,4,1,2,4,4,1,0,0,45,9,0
40,4,0,2,5,4,4,1,0,0,40,9,0
36,5,4,0,8,0,4,1,99999,0,50,0,1
20,4,4,1,6,3,4,0,0,0,20,9,0
41,4,4,0,2,0,4,1,0,0,48,9,0
44,4,4,2,1,4,4,0,0,0,38,9,0
49,5,1,0,1,0,4,1,0,0,40,9,1
22,4,0,1,1,1,2,0,0,0,40,9,0
26,4,4,1,1,1,4,0,0,0,40,9,0
47,4,0,0,2,0,4,1,0,0,40,9,0
48,4,4,3,7,4,4,0,0,0,25,9,0
28,5,4,1,8,3,4,1,0,0,40,9,0
37,1,4,2,8,1,4,1,8614,0,55,9,1
44,4,1,0,5,0,4,1,0,0,40,9,0
20,0,3,1,0,1,2,0,0,0,35,9,0
53,4,1,0,1,0,4,1,7298,0,40,9,1
36,4,5,1,8,1,4,1,0,0,15,9,0
77,4,3,0,2,0,3,1,0,0,30,9,0
21,4,4,1,7,3,4,1,0,0,35,9,0
24,4,1,1,1,1,1,0,0,0,40,9,0
30,4,0,1,4,1,4,0,0,0,40,9,0
51,2,0,2,1,4,4,0,0,0,50,9,0
22,4,4,2,6,3,1,0,0,0,30,7,0
23,4,4,1,6,3,1,1,0,0,25,9,0
47,4,2,0,8,0,4,1,99999,0,50,9,1
17,4,3,1,6,3,4,1,0,0,20,9,0
48,4,1,1,7,1,4,1,0,0,50,5,1
43,4,4,0,8,0,4,1,0,0,40,9,1
34,4,3,0,2,0,4,1,0,0,40,5,0
19,4,4,1,1,3,4,0,0,0,35,9,0
42,7,4,1,8,1,4,0,0,0,40,9,0
23,4,1,1,8,3,1,1,0,0,40,9,0
61,6,6,0,5,0,4,1,0,0,50,9,1
63,4,3,0,7,0,4,1,0,0,30,9,0
65,4,4,3,6,4,4,0,0,0,40,9,0
37,4,0,0,1,0,4,1,7298,0,40,9,1
41,2,0,0,4,0,4,1,0,0,40,9,1
35,4,4,0,4,0,2,1,0,0,40,0,0
21,4,4,2,6,2,4,0,0,0,40,9,0
48,2,1,1,1,4,4,0,0,0,35,9,0
51,7,4,0,6,0,4,1,0,1887,40,9,1
43,4,1,0,6,0,4,1,0,0,55,9,0
22,7,4,1,5,1,4,1,0,0,15,0,0
56,6,4,0,2,0,4,1,0,0,60,9,0
47,4,4,2,1,1,4,0,0,0,40,9,0
26,4,1,1,1,3,4,1,0,0,24,9,0
39,4,4,0,7,5,4,0,0,0,24,9,0
45,6,4,1,2,3,4,1,0,0,75,9,0
49,4,4,2,7,4,4,1,0,0,40,8,0
23,4,4,1,2,1,4,1,0,0,30,9,0
69,4,4,0,1,0,4,1,0,0,36,9,0
41,1,5,0,8,0,4,1,0,0,60,9,1
40,6,4,2,8,2,4,1,0,0,40,9,0
25,4,4,1,2,1,4,1,0,0,40,9,0
52,4,4,1,2,4,4,1,0,0,40,9,0
28,4,4,1,5,1,2,0,3325,0,50,9,0
50,1,0,0,2,0,4,1,0,0,40,9,1
21,4,0,1,4,3,4,0,0,0,30,9,0
48,4,4,0,6,0,4,1,0,0,40,9,1
27,4,6,0,5,0,4,1,0,0,42,9,1
63,4,4,0,2,0,4,1,0,0,30,9,0
47,7,2,0,5,0,4,1,0,0,40,9,1
37,6,2,1,5,1,4,1,14084,0,45,9,1
28,4,4,0,6,0,2,1,0,0,40,0,0
58,4,4,2,1,1,4,0,0,0,40,9,0
41,4,4,0,6,0,4,1,0,0,51,9,0
67,5,4,0,6,0,4,1,0,0,40,9,0
62,6,4,0,6,5,4,0,0,0,48,9,0
28,4,4,0,2,0,4,1,0,0,40,9,1
26,4,3,1,2,3,4,1,0,0,40,9,0
46,6,6,0,5,0,4,1,0,0,65,9,1
29,4,4,0,2,0,4,1,0,0,40,9,0
39,4,1,0,2,0,1,1,0,0,40,7,1
25,4,5,1,5,3,4,0,0,0,35,9,0
20,4,4,1,6,1,4,0,0,0,35,9,0
21,4,4,1,1,3,4,1,0,0,40,9,0
25,4,1,1,5,1,4,1,0,0,50,9,0
44,5,6,0,5,0,4,1,0,0,50,9,1
37,4,4,1,1,3,4,1,0,0,38,9,0
50,4,5,0,8,0,1,1,7298,0,40,7,1
29,4,4,2,1,4,4,0,0,0,40,9,0
18,4,4,1,6,3,2,0,0,0,21,9,0
32,4,1,1,8,4,4,0,0,0,40,9,0
58,4,0,2,1,1,4,0,0,0,60,9,0
50,4,4,0,2,0,4,1,0,0,40,9,1
29,4,4,1,7,1,4,0,0,0,18,9,0
58,4,4,0,8,0,4,1,0,0,60,9,1
29,7,4,1,7,3,4,0,0,0,40,9,0
36,4,4,0,2,0,4,1,0,0,45,9,1
21,4,4,1,2,1,4,1,0,0,35,9,0
49,4,4,2,8,4,4,0,0,0,40,9,0
60,4,5,2,5,1,4,0,0,0,50,9,0
39,4,4,0,6,0,4,1,3103,0,50,9,1
50,4,0,0,2,0,4,1,0,1902,40,9,1
30,4,4,1,6,1,4,0,0,0,48,9,0
55,4,4,2,7,1,4,1,0,0,40,0,0
64,2,4,2,2,4,4,1,0,0,20,9,0
29,5,0,1,5,2,2,0,0,0,40,9,0
40,4,1,0,8,0,4,1,7298,0,40,9,1
42,4,4,0,2,0,4,1,0,0,50,9,0
55,4,4,3,6,4,4,0,0,0,40,9,0
43,4,4,2,2,1,4,1,0,0,45,9,0
28,4,3,1,6,1,2,1,0,0,40,9,0
46,7,0,0,4,0,4,1,0,0,38,9,1
34,4,4,1,2,4,4,1,0,0,40,9,0
47,4,5,0,1,5,4,0,7688,0,38,9,1
43,6,5,1,8,1,4,0,0,0,40,9,0
24,4,4,1,1,3,2,0,0,0,25,9,0
21,4,3,0,2,0,4,1,0,0,40,5,0
65,4,1,0,2,0,4,1,0,0,40,1,1
20,4,4,1,7,1,4,1,0,0,40,9,0
31,7,5,2,1,1,4,0,0,0,25,9,0
38,7,4,0,1,0,4,1,3464,0,40,9,0
22,4,4,1,6,1,4,1,0,0,40,9,0
20,4,4,1,5,1,3,0,0,0,20,9,0
44,4,4,0,6,0,4,1,0,0,60,9,0
44,2,5,0,5,5,4,0,0,0,40,9,0
41,4,2,0,5,0,4,1,0,0,60,9,1
38,4,4,2,2,1,4,1,0,2205,40,9,0
21,4,4,1,7,3,4,0,0,0,25,3,0
24,4,4,2,6,4,3,0,0,0,30,8,0
24,4,5,1,5,1,4,0,0,0,45,9,0
28,4,4,0,1,3,4,0,0,0,40,9,0
39,4,1,1,8,1,4,0,0,0,35,9,0
48,4,4,2,2,1,4,1,3325,0,40,9,0
24,2,4,1,4,1,4,1,0,0,40,9,0
50,4,4,0,5,0,1,1,0,0,35,4,1
50,2,4,0,2,0,4,1,4064,0,55,9,0
68,4,4,0,1,0,4,1,0,0,40,9,0
31,7,5,0,5,0,4,1,0,0,50,9,0
22,4,3,1,2,1,4,1,0,0,40,5,0
18,0,4,1,0,3,4,1,0,0,48,9,0
25,4,4,2,2,1,4,1,0,0,40,4,0
28,4,4,1,6,1,4,0,0,0,40,9,0
17,2,3,1,1,3,4,0,0,0,15,9,0
24,7,2,1,5,1,4,0,0,0,99,1,0
20,4,3,2,6,1,4,0,0,0,36,9,0
45,1,0,0,1,0,4,1,0,0,40,9,1
44,4,4,2,2,4,4,0,1506,0,45,9,0
57,4,3,0,2,0,4,1,0,0,40,9,0
33,4,1,0,6,0,4,1,0,1902,55,9,1
24,0,1,1,0,3,4,1,0,0,40,9,0
22,4,4,1,4,3,1,1,0,0,24,1,0
41,4,4,2,7,1,4,0,0,0,40,9,0
51,5,1,0,8,0,4,1,0,0,40,9,0
46,2,1,2,5,4,4,1,0,0,40,9,0
52,4,4,2,2,1,4,0,0,0,38,9,0
50,4,1,0,6,0,4,1,0,0,40,9,1
26,5,1,1,1,3,4,0,0,0,50,9,0
17,4,3,1,6,2,2,0,0,0,12,9,0
64,4,4,0,8,0,4,1,0,0,40,9,0
51,4,4,0,4,0,4,1,0,0,40,9,1
28,6,4,0,5,0,4,1,0,0,35,9,0
51,4,1,2,1,1,4,0,0,0,40,9,0
39,6,1,2,1,1,4,1,0,1762,40,9,0
48,4,4,2,7,4,4,0,0,0,32,9,0
44,4,4,0,7,3,4,0,0,0,40,9,1
47,4,3,0,7,0,4,1,0,0,40,9,0
52,4,4,3,2,3,4,0,0,0,40,9,0
58,4,4,1,1,1,4,0,0,0,39,9,0
19,4,3,1,7,1,4,0,0,0,40,9,0
40,4,1,0,4,0,4,1,0,0,40,9,1
23,4,4,1,1,3,4,1,0,0,40,9,0
31,4,1,0,7,0,4,1,0,0,40,10,0
40,2,0,0,8,0,4,1,0,0,40,9,1
48,5,4,0,6,0,4,1,0,0,38,9,1
46,4,5,2,8,1,4,0,0,0,50,9,1
32,4,4,0,2,5,2,0,3908,0,40,9,0
50,4,4,0,2,0,4,1,0,0,40,9,0
18,4,4,1,2,1,4,1,0,0,37,9,0
26,4,5,1,8,1,4,0,0,0,30,9,0
36,4,1,1,6,1,4,0,0,0,20,9,0
26,4,0,2,6,3,4,0,594,0,35,9,0
19,4,4,1,6,3,4,0,0,0,15,9,0
53,4,0,0,8,0,4,1,15024,0,40,9,1
54,4,4,1,6,1,2,1,0,0,41,9,0
29,4,4,0,1,3,4,0,0,0,6,9,0
81,4,5,3,5,4,4,1,0,0,60,0,0
37,4,5,1,5,1,4,0,0,0,38,9,1
40,4,0,2,2,1,4,1,0,0,50,9,1
36,4,4,3,1,4,2,0,0,0,40,9,0
18,4,3,1,1,3,4,0,0,0,30,9,0
44,7,3,2,4,1,2,1,0,0,40,9,0
36,4,4,2,7,4,2,0,0,0,35,9,0
69,7,2,0,5,0,4,1,0,0,50,9,1
17,4,3,1,5,3,4,1,0,0,7,9,0
38,4,0,0,2,0,4,1,0,0,40,9,1
27,4,4,1,2,4,2,1,0,0,40,9,0
52,4,0,0,8,0,4,1,0,0,40,9,0
24,4,0,1,6,1,4,1,0,0,35,9,0
57,4,1,0,8,5,4,0,0,0,40,9,0
19,4,3,1,2,3,4,0,0,0,40,9,0
38,4,4,2,2,1,0,1,0,0,50,9,0
46,4,3,2,7,4,4,0,0,1594,24,5,0
21,4,4,0,5,3,4,1,0,0,40,5,1
29,4,4,1,1,1,4,0,0,0,40,6,0
33,0,4,2,0,1,4,0,0,0,40,9,0
26,4,4,0,2,0,4,1,0,0,70,9,0
28,4,4,2,2,1,4,1,0,0,55,9,0
26,4,4,0,6,5,4,0,0,0,40,9,0
37,0,6,0,0,0,4,1,0,0,6,5,0
49,4,1,0,7,0,4,1,0,0,40,9,0
28,4,1,0,8,0,4,1,0,0,55,9,0
57,1,4,2,7,1,4,1,0,0,40,9,0
60,4,3,0,2,0,4,1,0,0,40,9,0
20,0,4,1,0,3,4,1,0,0,25,9,0
38,4,4,0,1,0,4,1,0,0,42,9,0
51,6,4,0,2,0,4,1,3137,0,60,9,0
60,4,4,2,1,1,4,0,0,0,40,9,0
37,4,1,0,8,2,4,1,3411,0,47,9,0
44,1,4,1,2,3,2,0,0,0,40,9,0
19,6,4,1,7,3,4,0,0,0,25,9,0
59,4,5,0,2,5,1,0,0,0,35,7,0
50,4,4,0,7,0,4,1,0,0,40,9,0
35,1,1,0,2,0,4,1,0,0,40,9,1
46,1,4,2,2,4,4,1,0,0,40,9,0
18,4,4,1,6,3,2,1,0,0,35,9,0
32,4,3,0,2,0,0,1,0,0,40,5,0
32,4,0,2,7,4,4,0,0,0,40,9,0
39,4,4,0,2,0,4,1,0,0,40,9,1
25,4,4,1,2,2,4,0,0,0,40,9,0
30,4,5,0,8,0,4,1,15024,0,60,9,1
37,4,1,0,4,0,4,1,0,1977,40,9,1
38,5,4,0,8,0,4,1,0,0,80,9,1
36,4,0,2,7,4,4,0,0,0,37,9,0
56,4,4,0,6,0,4,1,0,0,40,9,1
35,1,1,3,1,1,4,1,0,0,40,9,1
56,4,4,2,1,1,4,1,0,0,41,9,0
17,4,3,1,7,3,4,1,0,0,14,9,0
46,4,5,0,8,0,4,1,0,1977,45,9,1
56,4,4,2,1,1,4,0,0,0,40,9,0
61,7,3,0,2,0,4,1,0,0,40,9,0
25,4,4,0,6,0,4,1,0,0,43,9,0
27,4,4,1,2,4,2,0,0,0,40,9,0
50,6,4,0,2,0,4,1,0,0,30,9,0
33,6,0,0,2,0,4,1,0,0,62,9,0
33,4,0,0,2,0,4,1,7298,0,40,9,1
38,4,4,1,2,4,4,1,0,0,60,9,0
51,4,3,0,2,0,4,1,0,0,40,9,0
27,4,0,1,6,1,4,1,0,0,42,9,0
49,2,5,3,5,4,4,0,0,0,16,9,0
26,4,4,2,2,4,2,0,0,0,40,9,0
42,4,5,0,8,0,4,1,0,0,60,9,1
37,4,1,1,2,1,2,1,0,1719,32,9,0
38,4,4,1,1,3,4,0,0,0,40,9,0
48,4,4,0,7,0,4,1,0,0,40,5,1
41,4,1,2,4,4,2,1,7430,0,45,0,1
33,4,4,0,8,0,4,1,4386,0,60,9,0
30,4,4,1,7,1,4,1,0,0,40,1,0
25,7,1,1,5,1,4,0,0,0,50,9,0
50,4,1,0,6,0,4,1,0,0,40,9,1
54,5,4,0,8,0,4,1,0,0,36,9,1
37,4,3,2,2,1,4,1,0,0,40,9,0
59,6,1,0,6,0,4,1,15024,0,55,9,1
17,4,3,1,6,3,2,0,0,0,24,9,0
65,0,3,0,0,0,4,1,1797,0,40,9,0
56,6,4,3,1,4,4,0,99999,0,40,9,1
57,4,4,2,7,1,4,1,0,0,38,9,0
33,4,3,1,7,3,2,1,0,0,20,9,0
41,6,5,0,2,0,4,1,0,0,65,9,0
45,4,1,3,7,3,1,0,0,0,40,7,0
50,4,4,0,6,0,4,1,0,0,48,9,0
18,4,4,1,6,2,4,1,0,0,25,9,0
19,4,4,1,1,3,4,0,0,0,20,9,0
26,4,4,0,5,5,1,0,0,0,40,9,0
61,0,0,0,0,0,4,1,0,0,2,9,1
67,0,3,0,0,0,4,1,0,0,40,9,0
41,4,4,0,5,0,4,1,0,0,40,9,1
29,4,4,1,2,1,4,1,0,0,50,9,0
27,4,4,1,2,1,2,1,0,0,40,9,0
35,4,4,2,1,4,4,0,0,0,38,9,0
37,4,1,1,2,1,4,1,0,0,90,9,1
22,4,3,1,1,1,4,1,0,0,40,9,0
25,4,3,1,7,3,4,0,0,0,24,9,0
26,4,4,0,6,0,4,1,0,0,50,9,0
27,2,4,2,4,3,4,1,0,0,40,9,0
26,4,1,1,1,1,4,1,6849,0,65,9,0
51,4,4,0,2,0,4,1,0,0,40,9,0
45,4,4,0,8,0,1,1,0,0,40,9,1
60,4,4,0,6,0,4,1,0,0,40,9,0
35,4,4,0,8,0,4,1,0,0,55,9,1
24,4,4,1,2,3,4,1,0,0,40,9,0
40,2,4,2,2,3,4,0,0,0,40,5,0
69,0,4,3,0,1,4,0,0,0,20,9,0
44,4,1,0,5,0,2,1,0,1977,50,9,1
65,4,4,2,8,2,4,0,1848,0,50,9,0
52,5,4,0,1,5,4,0,0,0,40,9,1
38,4,4,2,2,4,4,0,0,0,35,9,0
18,4,3,1,6,3,4,0,0,0,49,9,0
24,4,0,1,2,3,4,1,0,0,40,9,0
52,4,4,0,8,0,4,1,0,0,60,9,0
21,4,4,1,2,1,4,1,0,0,44,9,0
67,6,2,0,6,0,4,1,20051,0,40,9,1
64,6,4,3,2,1,4,0,0,0,8,9,0
25,4,4,1,8,3,2,1,0,0,40,9,0
34,1,5,0,1,0,4,1,0,0,50,9,1
39,6,4,0,2,0,4,1,0,0,50,9,0
26,4,4,1,2,3,4,1,0,0,52,9,0
19,4,3,1,2,3,4,1,0,0,25,9,0
35,4,4,0,8,0,4,1,0,0,50,9,1
26,4,5,1,5,1,4,0,0,0,40,9,0
38,4,4,2,7,3,4,1,0,0,35,9,0
45,4,4,0,2,0,4,1,0,0,65,9,0
18,4,3,1,7,4,4,0,0,0,28,9,0
51,4,4,2,1,1,4,0,0,0,63,9,0
36,4,4,2,7,4,2,0,0,0,28,9,0
18,4,4,1,7,3,4,0,0,0,16,0,0
37,2,0,1,4,1,4,1,4650,0,40,9,0
37,4,1,0,8,0,4,1,0,0,60,9,1
39,1,4,0,1,5,4,0,0,0,40,9,1
21,4,4,1,7,3,4,1,0,0,40,9,0
46,7,2,0,5,0,4,1,7688,0,45,9,1
33,4,4,2,6,1,4,0,0,0,35,9,0
23,4,1,1,1,4,2,0,0,0,40,9,0
52,6,4,2,6,4,2,1,0,0,40,9,0
28,4,4,1,1,3,4,0,0,0,40,9,0
23,7,4,1,5,1,4,1,0,0,40,9,0
48,5,4,0,8,0,4,1,0,0,40,9,1
17,4,3,1,6,3,4,0,0,0,20,9,0
22,6,4,1,5,3,4,0,0,0,3,9,0
26,4,4,1,1,3,1,1,0,0,80,0,1
40,4,4,0,2,0,4,1,0,0,40,9,0
90,4,3,0,8,0,4,1,0,0,40,9,0
28,4,4,2,6,3,4,0,0,0,40,9,0
44,4,4,0,2,0,4,1,0,0,40,9,0
29,4,1,0,7,0,4,1,7298,0,42,9,1
45,4,0,0,8,0,4,1,0,1977,50,9,1
43,4,4,0,2,0,2,1,0,0,40,3,1
17,0,3,1,0,3,4,1,0,0,8,9,0
49,1,1,0,8,0,4,1,0,0,40,9,1
27,4,1,1,4,3,4,1,0,0,50,9,0
60,6,4,2,2,4,4,0,0,0,40,9,0
33,4,4,0,2,5,3,0,0,0,40,8,0
53,6,3,0,2,0,4,1,0,0,50,9,1
19,4,4,1,6,1,4,1,0,0,40,9,0
28,6,4,2,2,1,4,1,0,0,40,9,0
22,4,0,1,2,3,4,1,0,0,20,9,0
48,6,4,0,2,0,4,1,0,0,60,9,0
76,0,3,0,0,0,4,1,1173,0,40,9,0
19,4,4,1,7,3,4,0,0,0,25,9,0
28,4,0,0,7,2,4,0,3137,0,40,9,0
58,4,4,0,6,0,2,1,0,0,40,9,0
19,6,4,1,2,3,4,0,0,0,25,9,0
37,0,4,2,0,1,1,0,0,0,42,0,0
22,4,4,1,2,3,4,1,0,0,40,9,0
52,6,6,0,5,0,4,1,0,0,50,9,1
31,4,1,0,2,0,4,1,0,0,50,9,0
50,6,2,0,5,0,4,1,3781,0,40,9,0
62,4,4,3,2,4,4,1,0,0,40,9,0
26,4,1,1,5,1,4,1,0,0,50,9,0
64,7,4,3,1,1,4,0,0,0,24,9,0
38,4,4,0,2,0,4,1,0,0,40,9,0
44,4,6,0,5,0,4,1,15024,0,80,9,1
28,6,4,2,8,1,4,0,0,0,40,9,0
19,4,4,1,7,3,4,0,0,0,52,9,0
39,4,4,1,2,1,4,0,0,0,10,9,0
50,4,3,0,2,0,4,1,0,0,40,9,1
39,5,5,0,5,5,4,0,0,0,40,9,1
36,4,1,1,4,3,4,1,0,0,40,9,0
39,4,0,0,2,0,4,1,0,0,49,9,0
51,5,0,1,6,1,4,0,0,0,25,9,0
28,4,4,1,7,3,4,0,0,0,32,9,0
57,6,6,0,5,0,4,1,0,0,30,9,1
40,2,6,2,5,3,2,0,0,0,40,9,0
27,4,4,2,6,4,4,0,0,0,40,8,0
32,4,4,1,6,3,4,1,0,1876,60,9,0
49,7,4,2,8,4,4,0,0,0,44,9,0
34,6,3,1,7,3,4,0,0,0,40,9,0
24,4,4,1,2,3,4,1,0,0,40,9,0
54,4,3,2,2,1,4,1,0,0,40,5,0
52,4,3,0,2,0,4,1,0,0,45,9,0
43,4,3,0,2,5,4,0,0,0,25,9,0
84,0,3,3,0,1,4,1,0,0,15,9,0
79,0,0,0,0,5,4,0,0,0,2,9,1
35,4,4,0,2,0,4,1,0,0,46,9,0
56,4,4,2,2,1,4,1,0,0,30,9,0
30,4,4,1,2,1,4,1,0,0,40,9,0
54,4,4,3,7,4,4,0,0,0,40,9,0
35,4,1,1,6,1,1,1,0,0,50,9,0
32,4,4,1,1,3,2,0,0,0,40,9,0
44,5,1,0,8,0,4,1,0,0,60,9,1
32,4,4,0,7,2,4,0,0,0,10,9,0
60,4,3,0,1,0,4,1,0,0,40,9,0
40,4,4,2,7,1,4,1,0,0,45,9,0
50,4,3,0,2,0,2,1,0,0,40,9,0
58,4,3,0,2,0,4,1,0,0,50,9,1
41,4,4,0,2,0,4,1,0,0,45,9,1
28,4,4,0,6,0,4,1,0,0,40,9,1
53,4,4,1,1,2,4,1,0,0,35,9,0
71,0,4,0,0,0,4,1,6514,0,40,9,1
17,0,3,1,0,3,4,0,0,0,25,5,0
45,4,4,2,6,1,4,0,0,0,40,9,0
23,4,4,1,2,3,4,0,0,0,30,9,0
25,4,4,0,6,0,4,1,0,0,50,9,0
40,6,4,1,2,1,4,1,0,0,35,9,1
28,4,1,1,8,1,4,0,0,0,60,9,0
27,4,3,1,2,1,4,1,0,0,40,9,0
19,2,4,1,1,3,4,1,0,0,15,9,0
24,4,4,1,2,3,2,1,0,0,25,9,0
38,4,1,2,5,4,4,1,0,0,40,9,0
24,7,5,1,1,1,2,0,0,0,40,9,0
18,4,3,1,7,3,2,1,0,0,7,9,0
58,4,4,2,8,4,4,0,0,0,40,9,0
35,4,5,1,5,3,4,1,0,0,44,9,1
43,4,3,1,2,1,4,0,0,0,20,9,0
45,4,4,0,2,0,2,1,3137,0,35,9,0
24,4,4,0,6,0,4,1,0,0,40,5,0
63,4,3,0,2,0,2,1,0,0,40,9,0
40,4,3,0,2,0,4,1,0,0,40,5,0
21,4,1,1,7,2,4,1,0,0,20,9,0
20,7,4,0,7,0,4,1,0,0,40,9,0
42,4,4,0,2,5,4,0,7298,0,40,9,1
49,0,4,0,0,0,4,1,0,0,20,9,1
47,1,4,0,2,0,4,1,0,0,40,9,0
48,5,4,0,2,0,4,1,0,0,36,9,0
61,4,3,0,2,0,4,1,0,1651,40,9,0
23,0,0,0,0,0,4,1,0,0,40,8,0
35,7,1,0,8,0,4,1,0,0,40,9,1
46,4,4,0,2,5,4,0,0,0,20,9,0
18,4,3,1,7,3,4,1,0,0,25,9,0
28,6,1,1,5,1,4,1,0,0,50,9,1
62,0,1,0,0,0,4,1,0,0,4,9,0
20,4,4,1,7,3,4,0,0,0,20,9,0
28,4,4,0,2,0,4,1,0,0,40,9,0
57,4,4,0,6,0,4,1,0,0,40,9,0
56,4,3,0,2,0,4,1,0,0,40,9,0
33,4,4,0,2,0,4,1,0,0,40,9,0
19,4,4,1,2,3,4,1,0,0,40,9,0
29,4,4,0,2,0,4,1,0,0,40,9,0
30,4,4,1,2,2,4,1,0,0,55,8,0
53,2,1,2,5,4,4,0,0,0,57,9,0
25,4,3,1,7,1,4,0,0,0,40,5,0
44,7,4,0,4,0,4,1,0,0,38,9,0
22,4,4,0,2,0,4,1,0,0,28,9,0
40,4,4,2,2,1,4,1,0,0,40,9,0
25,4,0,1,1,1,4,1,0,0,40,0,0
30,6,3,0,2,0,4,1,0,0,40,5,0
51,4,0,2,1,4,4,0,0,0,38,9,0
17,4,3,1,7,3,4,0,0,0,24,9,0
46,2,1,0,4,0,4,1,0,0,40,9,1
50,7,4,0,1,0,4,1,0,0,40,9,1
34,4,4,1,8,1,4,0,0,0,50,9,0
42,0,5,0,0,0,4,1,0,0,50,9,0
41,1,1,0,1,0,4,1,0,0,40,9,0
32,4,1,1,7,4,3,1,0,0,40,9,0
32,4,4,0,2,0,4,1,0,0,40,9,0
47,4,4,0,5,0,4,1,0,0,70,9,0
50,4,4,0,6,0,4,1,0,0,40,9,0
77,4,3,3,7,4,4,0,0,0,23,9,0
33,4,4,2,8,1,4,1,0,0,40,9,0
47,5,4,0,2,0,4,1,0,0,48,9,0
64,4,3,0,2,0,4,1,0,0,40,9,0
34,4,4,0,8,0,4,1,0,0,50,9,0
34,2,4,1,5,4,2,0,0,0,35,9,0
67,2,5,1,8,2,4,0,15831,0,72,9,1
37,2,4,1,7,1,4,1,0,0,40,9,0
34,4,1,0,5,0,4,1,0,0,40,9,1
22,0,4,1,0,3,4,0,0,0,29,9,0
50,6,2,2,6,1,4,1,0,0,64,9,0
60,4,1,0,8,0,4,1,0,0,45,9,1
46,2,1,2,5,4,4,0,0,0,43,9,0
44,4,1,0,2,0,4,1,7298,0,40,9,1
43,4,4,0,6,2,4,0,0,0,44,4,0
48,4,5,0,5,0,4,1,0,0,40,8,1
36,4,4,1,1,2,4,0,2907,0,40,5,0
48,4,4,1,1,1,4,0,0,0,43,9,0
37,4,4,0,1,0,4,1,0,0,40,9,0
51,4,5,0,6,0,4,1,0,0,40,9,1
52,4,5,0,5,0,4,1,0,0,45,9,1
27,4,3,1,6,3,1,0,0,0,20,7,0
43,2,5,0,8,0,4,1,0,0,40,9,1
23,4,4,1,7,3,2,1,0,0,25,9,0
66,4,0,0,2,0,4,1,5556,0,40,10,1
37,6,3,0,7,5,4,0,2635,0,40,9,0
35,4,4,1,1,1,4,0,0,0,40,9,0
42,2,1,0,5,0,4,1,5178,0,40,9,1
49,4,3,1,7,4,4,0,0,0,38,8,0
51,2,1,0,5,5,4,0,0,0,40,9,1
71,1,4,3,8,1,4,1,0,0,9,9,0
50,2,5,0,5,5,4,0,0,1902,40,9,1
63,4,4,3,1,4,4,0,0,0,40,9,0
41,7,5,1,5,3,4,0,0,0,35,9,0
24,7,4,1,2,3,4,0,0,0,40,9,0
41,2,4,2,7,4,4,0,0,0,45,9,0
33,2,0,0,1,0,4,1,0,0,40,9,0
42,2,4,0,2,0,2,1,0,0,40,9,0
23,4,1,1,6,3,1,1,0,0,40,9,0
49,4,0,2,5,1,4,0,0,0,38,9,0
28,6,3,0,2,1,4,1,0,0,40,9,0
31,4,3,0,2,0,4,1,0,0,56,5,0
28,4,1,1,1,3,2,1,0,0,35,9,0
37,4,3,0,2,0,4,1,0,0,25,9,0
19,4,4,1,8,3,4,1,0,0,40,9,0
51,2,1,0,5,0,4,1,0,0,26,9,0
25,4,0,0,6,0,4,1,0,0,41,9,0
49,5,4,0,8,0,4,1,0,0,50,9,0
47,4,4,2,6,4,4,0,0,0,45,9,0
48,2,4,0,7,0,4,1,0,0,40,9,0
41,2,4,2,1,1,4,0,0,0,40,9,0
32,4,4,2,1,4,4,0,0,0,40,9,0
26,0,4,1,0,4,4,0,0,0,16,9,0
46,4,4,0,2,0,2,1,0,0,40,9,0
17,4,3,1,6,3,4,0,0,0,20,9,0
34,4,3,2,2,1,4,1,0,0,43,9,0
44,4,4,1,1,2,4,0,0,0,30,9,0
23,4,0,1,7,3,4,0,0,0,20,9,0
35,4,4,1,5,4,1,1,4650,0,20,9,0
30,4,1,1,2,1,4,1,4865,0,40,9,0
65,0,4,0,0,0,1,1,0,0,20,9,0
34,4,1,0,6,0,4,1,0,0,45,5,0
34,1,6,0,5,0,4,1,0,0,40,9,1
39,4,0,0,1,0,4,1,0,0,40,9,0
28,4,0,0,1,0,4,1,2407,0,40,9,0
53,2,5,0,8,0,4,1,7688,0,70,9,1
34,4,3,1,2,4,4,1,0,0,40,9,0
21,4,4,1,2,1,4,1,0,0,40,9,0
53,4,3,0,2,0,4,1,0,0,45,9,0
54,6,5,2,5,1,4,1,0,0,50,9,1
32,4,4,2,6,4,4,0,0,0,40,9,0
39,7,1,1,5,1,4,1,0,0,35,9,0
39,4,4,2,2,4,4,0,0,0,40,9,0
29,4,4,0,8,0,4,1,0,0,40,3,0
