age,NumberOfDependents,RevolvingUtilizationOfUnsecuredLines,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,SeriousDlqin2yrs
45,3.0,0.078465179,1,0.237230031,8750.0,9,0,2,0,0
60,0.0,0.042065668,0,0.333444426,6000.0,5,0,1,0,0
24,0.0,0.122221368,0,0.7417380659999999,3267.0,7,0,1,0,0
38,2.0,0.018290804,0,2.894736842,2070.0,8,0,1,0,0
60,0.0,0.0531984479999999,0,0.037711592,4666.0,16,0,0,0,0
49,0.0,0.105114533,0,0.458383182,5850.0,18,0,2,0,0
61,3.0,0.2354456039999999,0,0.196696987,15500.0,4,0,1,0,0
73,0.0,0.478798554,0,0.590116279,5159.0,11,0,2,0,0
62,0.0,0.9999999,2,0.1449230769999999,6499.0,2,2,0,1,1
41,3.0,0.04281429,0,0.031147284,6388.0,4,0,0,0,0
52,0.0,0.340266935,0,0.340267459,4710.0,13,0,0,0,0
69,0.0,0.116176494,0,0.217978974,4660.0,13,0,1,0,0
46,3.0,0.979198716,2,0.145863783,3420.0,7,0,0,1,0
45,0.0,0.692001401,1,0.123850153,7500.0,5,0,1,0,0
63,0.0,0.041140696,0,0.037781742,6166.0,6,0,0,0,0
27,1.0,0.027998487,0,0.337394564,3200.0,7,0,0,0,0
40,2.0,0.270524316,0,0.395040331,15000.0,6,0,1,0,0
37,1.0,0.462007578,0,0.338474722,3500.0,7,0,0,0,0
50,0.0,0.021679133,0,0.038792242,5000.0,3,0,0,0,0
42,2.0,0.197965009,2,0.363510712,5787.0,13,0,1,0,0
75,0.0,0.089465954,1,0.190083709,7764.0,12,0,1,0,0
42,0.0,0.8696543940000001,0,0.322913378,9500.0,8,0,1,0,0
67,0.0,0.071274055,0,0.328592856,18000.0,14,0,2,0,0
53,1.0,0.830588095,0,0.836297407,4666.0,15,0,2,0,0
47,2.0,0.2376208689999999,0,0.316683408,10950.0,13,0,2,0,0
30,1.0,0.940557601,2,0.102592388,3625.0,6,0,0,2,0
45,2.0,1.050437934,3,0.90802044,4500.0,6,0,1,4,1
53,2.0,0.084924106,0,0.277736522,6732.0,8,0,1,0,0
44,3.0,0.022847329,0,0.186009955,11450.0,7,0,1,0,0
28,0.0,1.204861111,0,0.2099400169999999,2333.0,5,0,0,0,0
35,0.0,0.867379007,0,0.1495914519999999,3181.0,5,0,0,0,1
47,2.0,0.0001,3,0.001385681,2164.0,5,1,0,0,0
33,1.0,0.304779681,0,0.535116221,4000.0,8,0,2,0,0
65,0.0,0.57571302,1,1.177661719,10913.0,33,0,3,0,0
79,0.0,0.010920628,0,0.085982859,3616.0,31,0,1,0,0
44,0.0,0.131847357,0,0.0273177929999999,9480.0,8,0,0,0,0
43,3.0,0.529387838,0,0.430856381,3000.0,7,0,1,0,0
88,0.0,0.001254423,0,0.074635683,10155.0,11,0,1,0,0
78,0.0,0.120426731,0,0.573033708,2580.0,31,0,1,0,0
59,3.0,0.060706852,0,0.8883471479999999,4101.0,11,0,1,0,0
31,0.0,0.268288619,0,0.481672221,3300.0,9,0,2,0,0
64,0.0,0.036844628,0,0.012189315,10500.0,9,0,0,0,0
76,0.0,0.047536906,0,0.020663223,6000.0,9,0,0,0,0
82,0.0,0.9999999,0,0.027477102,1200.0,3,0,0,0,0
49,0.0,0.069043509,0,1.715509854,2333.0,13,0,7,0,0
43,1.0,0.173385824,0,0.305897602,10800.0,12,0,2,0,0
47,1.0,0.54835716,0,0.491072601,15233.0,16,0,3,0,0
30,0.0,0.994011976,2,0.00999643,2800.0,3,0,0,1,0
45,3.0,0.4742020289999999,0,0.8378324340000001,5000.0,14,0,2,0,0
73,0.0,0.088684049,0,0.522821577,5301.0,11,0,2,0,0
56,0.0,0.317578259,3,0.100386615,7500.0,9,0,0,0,0
48,1.0,0.0001,0,401.5,1.0,23,0,1,0,0
27,0.0,0.184363127,0,0.011994669,2250.0,2,0,0,0,0
57,0.0,1.015320398,1,0.30448869,16975.0,11,0,2,0,1
62,0.0,0.072246842,0,0.634243837,1500.0,14,0,1,0,0
49,1.0,0.0001939609999999,0,0.213019471,10322.0,7,0,2,0,0
66,0.0,0.038848251,0,0.252300475,16626.0,17,0,1,0,0
42,0.0,0.111529211,0,0.593945377,9116.0,12,0,2,0,0
61,2.0,0.151984802,0,0.186347743,12583.0,8,0,2,0,0
62,2.0,0.906294639,0,0.701714286,7874.0,4,0,3,1,0
44,3.0,0.147654539,0,0.240460763,12500.0,12,0,1,0,0
62,0.0,0.033482676,0,0.23028981,6417.0,9,0,1,0,0
52,0.0,0.176276318,0,0.2333083269999999,9330.0,8,0,2,0,0
48,0.0,0.940233948,0,1.2264433890000002,4000.0,9,0,1,0,0
51,0.0,0.0001,0,0.000689417,2900.0,3,0,0,0,0
23,0.0,0.1043864519999999,0,0.548279689,900.0,4,0,0,0,0
26,0.0,0.21277282,0,0.322963999,2860.0,8,0,0,0,0
81,0.0,0.071919155,0,0.008456176,8750.0,5,0,0,0,0
81,0.0,0.049105389,0,0.044173787,5500.0,4,0,0,0,0
33,1.0,0.9999999,0,0.122219445,4000.0,1,1,0,0,0
58,1.0,0.5228171629999999,0,0.431098205,7575.0,9,0,1,0,0
52,0.0,0.324160746,0,0.4380099179999999,6250.0,10,0,2,0,0
36,2.0,0.107830632,1,0.249437641,4000.0,5,0,2,0,0
40,2.0,0.8581157779999999,2,0.385240984,15000.0,10,0,3,1,0
72,0.0,0.067300079,0,0.027189124,2500.0,4,0,0,0,0
58,0.0,0.040747963,0,0.180246436,15500.0,7,0,2,0,0
45,0.0,0.456875665,0,0.319364962,10833.0,6,0,2,0,0
38,1.0,0.01530403,0,0.003021954,11250.0,5,0,0,0,0
53,0.0,0.141136203,0,0.140693885,15650.0,2,0,1,0,0
80,1.0,0.030077747,1,7.362731863,20000.0,10,0,0,0,0
40,1.0,0.19813058,0,0.126887311,10000.0,5,0,0,0,0
38,0.0,0.037105063,0,0.3607278539999999,5000.0,12,0,1,1,0
52,2.0,0.0418692379999999,0,0.1936791769999999,9618.0,9,0,2,0,0
54,1.0,0.201949513,0,0.005428054,10500.0,2,0,0,0,0
57,0.0,0.00032812,0,0.176847662,2651.0,5,0,0,0,0
44,0.0,0.009708152,0,0.406017901,5250.0,19,0,1,0,0
29,0.0,0.2189112439999999,0,0.128490401,4583.0,3,0,0,0,0
40,3.0,0.810083453,0,0.490962697,7800.0,13,0,1,0,0
51,1.0,0.2312362919999999,1,0.322916667,5375.0,8,0,1,0,0
42,2.0,0.166593613,0,0.266359284,16916.0,12,0,3,0,1
51,0.0,0.042240369,0,0.362404177,9000.0,6,0,1,0,0
33,0.0,0.039831994,0,0.641123275,2100.0,10,0,1,0,0
61,4.0,0.1120536519999999,0,0.146024215,12223.0,7,0,1,0,0
43,3.0,0.4441719179999999,0,0.445425762,6000.0,9,0,1,1,0
49,1.0,0.1316834969999999,1,0.316546763,8200.0,13,0,2,0,0
62,0.0,0.581718506,0,0.414304487,5326.0,7,0,1,0,0
53,3.0,0.304008717,0,0.559298569,6500.0,8,0,2,0,0
46,4.0,0.351754227,0,0.0055763869999999,10400.0,3,1,0,0,0
63,0.0,0.158499397,0,0.012759474,5250.0,4,0,0,0,0
60,1.0,0.055037184,0,0.3461006,6500.0,8,0,2,0,0
59,1.0,0.009679964,0,0.30487938,9160.0,9,0,1,0,0
37,1.0,0.050447335,0,0.5623125170000001,11000.0,11,0,3,0,0
39,1.0,0.190777079,0,0.352771778,4166.0,7,0,0,0,0
61,0.0,0.003374789,0,0.243128146,5165.0,4,0,1,0,0
55,0.0,0.95654743,0,0.279114726,15000.0,15,0,2,0,0
62,0.0,0.708462541,1,0.287199053,7600.0,14,0,0,0,1
68,0.0,0.020830584,0,0.166386689,12500.0,9,0,2,0,0
36,0.0,0.967930029,1,0.966724039,3485.0,7,0,2,0,0
25,0.0,0.9999999,0,0.335414808,1120.0,4,0,0,0,0
50,1.0,0.007984032,1,0.488446411,4067.0,10,2,1,4,1
42,3.0,0.053589379,0,0.262747875,7059.0,6,0,1,0,0
53,3.0,0.066551922,2,0.5866116060000001,4600.0,5,1,1,0,1
40,0.0,0.0001,0,0.3537646239999999,10000.0,5,0,1,0,0
67,1.0,1.070634349,1,0.2125066239999999,1886.0,1,0,0,0,0
36,0.0,0.043014507,0,0.0038091609999999,10500.0,9,0,0,0,0
46,0.0,0.1111481419999999,0,0.098567405,8166.0,4,0,1,1,0
50,2.0,0.046755785,1,316.0,1.0,23,0,1,0,0
42,4.0,0.253334364,0,0.251615285,10833.0,9,0,2,0,0
48,0.0,0.30382946,0,0.021560172,7652.0,5,0,0,0,0
48,2.0,0.108283136,0,0.019850022,6800.0,5,0,0,0,0
35,0.0,0.781796795,3,0.499500167,3000.0,9,2,1,3,1
31,0.0,0.691774008,0,0.557747961,3800.0,14,0,1,0,0
60,0.0,0.867516053,0,0.376910017,5300.0,7,1,0,0,0
35,1.0,0.136390831,0,0.556088782,3333.0,16,0,1,0,0
79,2.0,0.114624611,0,0.265717675,5900.0,6,0,1,0,0
83,0.0,0.128551812,1,0.34572882,5700.0,17,0,1,0,0
52,3.0,0.366096112,2,0.353369066,7835.0,13,1,1,0,0
52,0.0,0.404587985,1,0.606156275,3800.0,13,0,2,0,0
75,0.0,0.001749781,0,1.175230567,758.0,7,0,1,0,0
63,0.0,0.013518018,0,0.619594964,3653.0,6,0,1,0,0
34,0.0,0.570403482,0,0.109386027,4250.0,4,0,0,0,0
76,0.0,0.372443072,0,0.455386894,2700.0,5,0,0,0,0
60,0.0,0.01088647,0,0.6429794520000001,1167.0,6,0,1,0,0
80,0.0,0.034559039,0,0.016281063,3500.0,8,0,0,0,0
44,4.0,0.8521309020000001,0,0.6708438870000001,7500.0,14,0,1,0,0
40,1.0,0.9999999,0,0.237976265,1600.0,3,0,0,0,0
27,1.0,0.52794134,0,0.973008997,3000.0,12,0,2,0,0
65,1.0,0.0001,0,0.134997052,5088.0,3,0,1,0,0
59,0.0,0.030525166,0,0.283928657,20800.0,18,0,3,0,0
57,1.0,0.064997833,0,0.357199472,3784.0,7,0,1,0,0
64,1.0,0.677690082,0,0.55416042,5335.0,9,0,1,0,0
52,1.0,0.515616307,0,0.527809444,16666.0,15,0,5,0,0
57,1.0,0.062826204,0,2.36123348,680.0,10,0,1,0,0
57,4.0,0.284613758,0,0.647746501,6500.0,17,0,2,0,0
65,0.0,0.020642878,0,0.201485431,5250.0,8,0,1,0,0
33,1.0,0.759869201,1,0.907043147,3151.0,9,0,2,0,0
35,2.0,0.698976723,0,0.5893263910000001,6145.0,11,0,1,0,0
35,0.0,0.40451384,0,0.301977552,3741.0,12,0,1,0,0
49,3.0,0.433460076,0,0.637768112,6666.0,12,0,2,0,0
47,1.0,0.395377889,0,0.169519343,4264.0,10,0,1,0,1
34,2.0,0.487451255,0,0.368959771,4200.0,5,0,0,0,0
44,3.0,0.412067297,0,0.384226167,12450.0,13,0,2,0,0
44,4.0,0.99898995,0,0.319659136,5045.0,9,0,1,0,0
47,1.0,0.31916571,0,0.335505851,6750.0,11,0,2,0,0
37,2.0,1.00859619,0,0.570993239,21001.0,8,0,3,0,0
71,0.0,0.018239089,1,0.0672909409999999,9183.0,6,0,1,0,0
57,0.0,0.77017081,1,0.110592938,1500.0,8,0,0,0,0
49,2.0,0.070858221,0,0.325599282,7800.0,15,0,2,0,0
62,0.0,0.0001,0,0.069681587,4333.0,7,0,1,0,0
23,0.0,0.113443278,0,0.001521684,3942.0,2,0,0,0,0
32,0.0,1.691868759,2,0.120535714,3583.0,4,1,0,0,0
47,0.0,0.000321094,0,0.304732883,10500.0,10,0,2,0,0
51,0.0,0.009392092,0,0.621875625,5000.0,12,0,2,0,0
45,0.0,0.950038432,2,0.013346228,5169.0,3,1,0,0,0
26,0.0,0.252252252,0,0.189770723,2834.0,6,0,0,0,0
56,2.0,0.269218288,0,0.56344527,3900.0,17,0,1,0,0
55,0.0,0.568119323,0,0.517622304,1900.0,9,0,2,0,0
56,3.0,0.015260302,0,0.460311181,7583.0,5,0,2,0,0
67,0.0,0.459153592,0,0.6547242129999999,6000.0,17,0,1,0,0
77,0.0,0.059093757,0,0.01894685,4063.0,5,0,0,0,0
79,1.0,0.067797288,0,0.012496876,4000.0,2,0,0,0,0
53,1.0,0.001664893,0,0.000544144,7350.0,7,0,0,0,0
39,3.0,0.000266631,0,0.171198774,5221.0,4,0,0,0,0
76,0.0,0.065804935,0,0.012886598,6595.0,5,0,0,0,0
75,0.0,0.20185321,0,0.34965035,1000.0,6,0,1,0,0
66,0.0,0.829519661,1,0.949025487,2000.0,12,0,1,0,0
40,3.0,0.089483942,0,0.004368043,7096.0,3,0,0,0,0
43,2.0,0.727874908,0,0.630543165,3810.0,7,0,1,0,0
70,0.0,0.9999999,0,0.045077892,3016.0,1,0,0,0,0
70,1.0,0.028165906,0,0.254032258,6447.0,9,0,1,0,0
33,0.0,0.343832808,0,0.880329631,2790.0,6,0,0,0,0
43,2.0,1.004304161,5,1.255689424,2987.0,13,0,1,0,0
45,2.0,0.738822622,0,0.448790627,10583.0,9,0,4,0,0
60,0.0,0.0722328,1,0.294719568,10358.0,10,0,2,0,0
55,0.0,0.4055547679999999,0,0.6503374160000001,4000.0,12,0,1,0,0
54,2.0,0.295212824,1,0.423914154,9784.0,4,0,2,0,0
22,0.0,0.4225774229999999,0,0.003635262,3300.0,2,0,0,0,0
50,1.0,0.187892717,0,0.427446569,8000.0,12,0,2,0,0
31,0.0,0.094700196,0,0.0379810089999999,2000.0,7,0,0,0,0
41,3.0,0.2139752589999999,0,3.493506494,1000.0,10,0,1,0,0
86,0.0,0.097825624,0,0.013597281,5000.0,2,0,0,0,0
51,2.0,0.150285535,0,0.24083994,14000.0,7,0,2,0,0
39,2.0,0.174594317,0,0.270698344,8333.0,9,0,2,0,0
53,1.0,0.0483799809999999,0,0.070964518,2000.0,3,0,0,0,0
40,0.0,0.0001,0,0.295795354,3400.0,4,0,0,0,0
63,0.0,0.0196829239999999,0,0.374805599,4500.0,12,0,2,0,0
63,0.0,0.005674198,0,0.255603351,4416.0,10,0,1,0,0
52,0.0,0.073172987,0,0.355797948,7700.0,10,0,2,0,0
43,1.0,0.0001,0,0.208955224,13600.0,6,0,1,0,0
28,0.0,0.194225595,0,0.039826696,6000.0,3,0,0,0,0
31,0.0,0.089205574,0,0.054789042,5000.0,4,0,0,0,0
34,0.0,0.122658489,0,0.052206339,3217.0,6,0,0,0,0
65,0.0,0.110993063,0,0.252766298,7500.0,8,0,1,0,0
32,0.0,0.284724285,0,0.408409291,3400.0,8,0,1,0,0
47,1.0,0.949050949,0,0.126517274,4283.0,3,0,0,0,0
77,0.0,0.392669645,0,0.23356263,6250.0,6,0,0,0,0
53,2.0,0.9999999,0,0.04443457,4500.0,2,0,0,0,0
50,3.0,0.067881313,0,0.140511525,9500.0,22,0,0,0,0
38,1.0,0.010280242,0,0.351367968,3252.0,6,0,2,0,0
47,0.0,0.345515504,0,0.601345669,10700.0,11,0,3,0,1
65,0.0,0.004765167,0,0.189069096,4500.0,13,0,1,0,0
76,0.0,0.069172504,0,0.318157472,3733.0,13,0,1,0,0
34,0.0,0.0138942989999999,0,0.119485064,8000.0,5,0,0,0,0
60,0.0,0.063089475,0,0.286237939,18550.0,7,0,2,0,0
62,3.0,0.1060873109999999,0,0.3104919339999999,7500.0,11,0,1,0,0
62,0.0,0.074705418,0,0.09925829,4583.0,6,0,1,0,0
85,1.0,0.25652264,2,0.26154769,5000.0,14,0,1,0,0
45,1.0,0.025668084,0,0.41771376,3262.0,9,0,1,0,0
75,0.0,0.002879399,0,0.111972007,4000.0,8,0,0,0,0
52,0.0,0.395624227,0,0.389470857,7445.0,17,0,2,0,0
45,0.0,0.006999209,0,0.01079784,5000.0,14,0,0,0,0
77,1.0,0.035830845,0,0.00443787,3379.0,3,0,0,0,0
67,0.0,0.4859243139999999,0,0.416666667,7751.0,11,0,1,0,0
48,2.0,0.973847337,1,0.356128835,6550.0,7,0,1,0,0
43,0.0,0.9999999,0,0.6897445390000001,2700.0,1,0,1,0,0
29,0.0,0.15138498,0,0.0089982,3333.0,2,0,0,0,0
75,0.0,0.022722911,0,0.186584175,3070.0,7,0,0,0,0
34,0.0,0.483218376,0,0.745212323,1200.0,9,0,0,0,0
41,1.0,0.536006378,0,0.6175022379999999,4467.0,11,0,1,0,0
26,0.0,0.257028585,2,141.0,0.0001,6,0,0,0,0
43,0.0,0.316547919,0,0.783657066,7464.0,6,0,2,0,0
63,1.0,0.003484321,0,0.299295198,6100.0,8,0,1,0,0
62,0.0,0.101700855,1,0.705049158,6000.0,18,0,2,0,0
58,0.0,0.041943617,0,0.041702371,3500.0,21,0,0,0,0
37,3.0,0.681971385,0,0.439247585,5900.0,10,0,2,0,0
38,0.0,0.599480104,0,0.356299635,4658.0,6,0,1,0,0
78,0.0,0.050667909,0,0.035075412,2850.0,11,0,0,0,0
72,0.0,0.0244022089999999,0,2.145085803,640.0,14,0,1,0,0
46,3.0,0.008636284,0,0.131408625,13750.0,8,0,1,0,0
49,0.0,0.287176526,0,0.195820082,2200.0,4,0,0,0,0
59,2.0,0.070518893,0,0.064850345,2605.0,5,0,0,0,0
51,3.0,0.775383555,0,0.160088041,6814.0,4,0,1,3,0
75,0.0,0.025838966,0,0.004498875,4000.0,6,0,0,0,0
51,1.0,0.48680032,0,0.52690167,5928.0,19,0,1,0,0
41,0.0,0.933111857,0,0.512125535,5607.0,13,0,1,0,0
48,1.0,0.648590022,1,0.665508351,8920.0,11,0,3,0,0
31,3.0,0.0001,0,0.189890505,6666.0,5,0,2,0,0
33,3.0,1.003327787,3,0.101347305,6679.0,6,2,0,0,0
34,0.0,0.201759648,0,0.0045447659999999,6600.0,1,0,0,0,0
72,0.0,0.4131130289999999,0,5202.0,0.0001,16,0,1,0,0
56,1.0,0.9999999,0,0.019639935,1832.0,0,0,0,0,0
59,3.0,0.028924598,4,0.319568043,10000.0,13,0,2,1,0
47,2.0,0.2119491419999999,0,0.392890206,5400.0,8,0,0,0,0
53,1.0,0.001272708,0,0.294176456,4000.0,10,0,1,0,0
52,0.0,0.766764577,0,0.4464902189999999,6082.0,13,0,2,0,0
41,0.0,0.641910444,1,0.3156379,20833.0,11,0,3,0,1
66,0.0,0.064749945,0,0.14706417,5500.0,8,0,2,0,0
59,0.0,0.474127621,0,0.515939301,8500.0,15,0,3,0,0
41,0.0,0.228534626,0,0.453967806,7081.0,7,0,1,0,0
69,0.0,0.351989702,0,0.112977405,5000.0,9,0,0,0,0
27,1.0,0.5564435560000001,0,0.008506114,1880.0,1,0,0,0,0
71,3.0,0.0027396509999999,0,0.249628315,20850.0,5,0,1,0,0
49,0.0,0.488790684,0,0.732504728,3700.0,7,0,1,0,0
67,4.0,0.0278816229999999,1,0.48971502,9333.0,8,0,2,0,0
47,2.0,0.0890114569999999,0,0.077644118,6400.0,3,0,0,0,0
26,1.0,0.286670341,0,349.5,1.0,11,0,0,0,0
64,0.0,0.343953788,0,0.276180955,4000.0,9,0,1,0,0
31,0.0,0.534333231,1,0.1043257,2750.0,4,0,0,0,0
78,1.0,0.06192162,2,0.552754073,2577.0,8,1,2,0,0
44,1.0,0.459194362,0,0.219437408,7500.0,6,0,1,0,0
67,0.0,0.035406439,0,0.297608235,3302.0,10,0,1,0,0
71,0.0,0.01801458,0,0.00279944,5000.0,3,0,0,0,0
61,0.0,0.02362726,0,0.2200170119999999,7053.0,13,0,1,0,0
43,0.0,1.041545707,1,0.119352089,9383.0,7,0,0,0,1
46,3.0,0.943854792,1,0.549358342,4051.0,6,0,0,0,1
51,4.0,0.150923421,1,0.366382649,1290.0,7,0,0,1,0
82,0.0,0.0154995439999999,0,0.001618893,10500.0,8,0,0,0,0
30,0.0,0.034332899,0,0.2341176469999999,1699.0,2,0,0,0,0
68,0.0,0.056941779,0,0.006306385,11416.0,3,0,0,0,0
35,2.0,0.325786733,0,0.033298916,3873.0,3,0,0,0,0
57,0.0,0.0646627479999999,3,0.080486586,6000.0,6,1,0,1,0
45,1.0,0.570053743,2,0.259914078,6051.0,7,0,0,0,0
32,1.0,0.783536077,0,0.391440175,3200.0,6,0,1,0,0
42,0.0,0.0001,0,0.6133193339999999,6666.0,7,0,2,0,0
39,2.0,0.365023081,0,0.727171077,8048.0,21,0,2,0,1
49,0.0,0.831302718,1,0.7667222090000001,4200.0,7,0,2,1,0
27,1.0,0.199956046,0,0.19046058,6100.0,10,0,0,0,0
54,1.0,0.783248417,0,0.502018843,5200.0,7,0,1,0,0
35,0.0,0.392347687,0,0.160406886,3833.0,5,0,0,0,0
41,0.0,0.094248429,0,0.444055594,10000.0,7,0,2,0,0
28,2.0,0.0348275289999999,0,0.8076769290000001,2500.0,4,0,2,0,0
65,0.0,0.4346819739999999,0,0.217715815,7100.0,5,0,1,0,0
78,0.0,0.339473704,0,0.051621644,36166.0,17,0,1,0,0
64,1.0,0.034198171,0,1.336658354,400.0,16,0,1,0,0
59,0.0,0.7711475059999999,3,0.39661746,10228.0,11,4,1,0,1
58,0.0,0.5904481970000001,0,0.387076615,8000.0,12,0,0,0,0
49,2.0,0.1862220819999999,0,0.687273923,3040.0,11,0,1,0,0
52,4.0,0.137777244,0,0.41285956,6500.0,10,0,1,0,0
28,0.0,0.337985305,0,0.165025785,4265.0,5,0,0,0,0
64,1.0,0.425923104,0,1.040159232,8540.0,18,0,4,0,0
46,4.0,0.575090192,0,0.4338054189999999,3247.0,14,0,0,0,0
62,0.0,0.255325629,0,0.162729659,8000.0,20,0,0,0,0
73,0.0,0.000426661,1,0.006141428,5698.0,7,0,0,0,0
84,1.0,0.027749306,0,0.015804598,2087.0,2,0,0,0,0
51,2.0,0.994101455,1,0.5990614160000001,4900.0,9,0,1,0,0
27,0.0,0.4201124979999999,0,0.208094849,4891.0,14,0,0,0,0
54,4.0,0.0988102969999999,0,0.203735587,19166.0,15,0,2,0,0
55,1.0,0.16008883,0,0.5367368579999999,6600.0,13,0,2,1,0
60,0.0,0.04103547,0,0.261399299,5416.0,27,0,2,0,0
50,1.0,0.366015463,0,0.203476983,4083.0,5,0,0,0,0
26,0.0,0.15062795,0,0.165566887,5000.0,5,0,0,0,0
47,0.0,0.056192872,0,0.008348794,3233.0,4,1,0,0,0
86,0.0,0.007243125,1,0.000685166,2918.0,4,0,0,0,0
26,0.0,0.967193469,0,0.253936516,4000.0,7,0,0,0,0
41,0.0,0.851044505,1,0.406471323,7200.0,12,0,1,0,0
53,1.0,0.021528145,0,0.137805081,6022.0,3,0,1,0,0
41,3.0,0.304213628,0,0.416446684,12500.0,19,0,2,0,0
61,1.0,0.429120427,0,0.119167104,13350.0,5,0,1,0,0
36,2.0,1.3586413590000002,3,0.274750081,3100.0,5,3,0,1,1
48,4.0,0.2608522789999999,0,0.298904372,9400.0,6,0,0,0,0
45,1.0,0.003076734,0,0.109241908,4695.0,5,0,0,0,0
52,0.0,0.703703704,0,0.03992016,500.0,2,0,0,0,1
54,2.0,0.270693178,0,0.486849683,5208.0,13,0,1,1,0
59,0.0,0.031197202,0,0.7434245840000001,1862.0,16,0,0,0,0
63,0.0,0.907205587,2,0.7194071009999999,2900.0,8,1,2,0,0
30,2.0,0.9999999,0,0.142429907,2674.0,2,3,0,0,1
40,3.0,0.0022853879999999,0,0.007665389,6000.0,9,0,0,0,0
42,2.0,0.000347796,0,754.0,0.0001,9,0,1,0,0
51,3.0,0.140910049,0,0.280820592,10333.0,12,0,2,0,0
67,0.0,0.025201246,0,0.546581972,6611.0,11,0,4,0,0
61,1.0,0.0001,0,0.51291308,3600.0,8,0,1,0,0
51,0.0,0.25208167,0,0.1888082019999999,2340.0,10,0,1,0,0
32,0.0,0.922077922,1,0.311280343,2100.0,4,1,0,0,1
37,0.0,0.870213942,0,0.701199771,5250.0,15,0,1,0,0
67,0.0,0.169441528,0,0.320935813,5000.0,7,0,0,0,0
58,0.0,0.8150143459999999,1,1.159063101,11441.0,24,0,5,0,1
72,0.0,0.003654482,0,0.16344761,4141.0,10,0,0,0,0
57,0.0,0.37035966,0,0.830508475,2300.0,13,0,0,0,0
39,0.0,0.017255571,0,0.163528977,5417.0,4,0,1,0,0
55,1.0,0.423551675,0,0.253439591,13300.0,16,0,1,0,0
58,0.0,0.270617633,0,0.176364156,10500.0,12,0,0,0,0
63,0.0,0.717767132,2,0.0999020569999999,1020.0,4,0,0,0,1
34,1.0,0.9999999,1,0.132746901,2500.0,3,0,0,0,0
47,0.0,0.619194494,1,0.780136607,5416.0,7,0,2,0,0
42,1.0,0.256149619,1,0.1199365719999999,6936.0,4,0,0,0,0
55,0.0,0.010746509,0,1.1715951690000002,2400.0,10,0,1,0,0
50,1.0,0.672866044,0,0.459448896,5116.0,15,0,2,0,1
80,0.0,0.49820024,0,0.037308461,3001.0,1,0,0,0,0
46,3.0,0.556474706,0,0.598207618,6694.0,6,0,2,0,0
50,0.0,0.674666095,0,0.265496556,4500.0,6,0,1,0,1
54,0.0,0.31709074,0,0.7851211659999999,5900.0,6,0,2,0,0
41,3.0,0.258566152,1,0.075984803,5000.0,9,0,0,0,0
51,0.0,0.737576627,1,0.573030777,3833.0,9,0,1,0,0
46,1.0,0.34844367,0,0.136041439,3667.0,4,0,0,0,0
56,0.0,0.040126543,0,0.1829204689999999,7669.0,10,0,2,0,0
28,0.0,0.0001,0,0.5566687539999999,1596.0,7,0,1,0,0
31,1.0,1.155378486,2,0.013900381,6042.0,1,6,0,0,0
94,0.0,0.063049313,1,20809.0,0.0001,13,1,0,1,1
30,0.0,0.563736704,0,0.289809543,5092.0,5,0,0,0,0
44,3.0,0.210445481,1,0.367644221,10365.0,16,0,3,0,0
26,0.0,0.0001,0,0.238521837,6250.0,5,0,1,0,0
30,0.0,0.0001,0,0.079866889,3605.0,5,0,0,0,0
41,0.0,0.6488757070000001,0,0.351774704,6000.0,20,0,0,0,0
31,1.0,0.055747213,0,0.905998209,2233.0,9,0,1,0,0
77,0.0,0.232884583,0,0.877380046,2625.0,15,0,2,0,0
60,0.0,0.0224508439999999,0,0.192626527,4583.0,11,0,1,0,0
30,0.0,0.235280278,0,0.171295268,4500.0,6,0,0,0,0
64,0.0,0.0558575809999999,0,0.064249276,7252.0,7,0,1,0,0
43,0.0,0.036838234,0,0.00634591,8666.0,7,0,0,0,0
44,0.0,0.095533094,0,0.12329932,2351.0,4,0,0,0,0
77,0.0,0.009926708,0,0.014855021,7000.0,17,0,0,0,0
49,2.0,0.204477275,0,0.20029995,6000.0,7,0,1,0,0
59,2.0,0.310631858,0,0.3953395739999999,5020.0,7,0,1,0,0
82,0.0,0.007837759,0,0.187083888,1501.0,27,0,0,0,0
43,0.0,0.0001,0,0.8309641529999999,3235.0,6,0,1,0,0
37,1.0,0.999651592,1,0.506301462,5950.0,8,0,1,0,0
58,0.0,0.262543896,0,0.495313086,5333.0,13,0,3,0,0
40,1.0,0.161657686,0,0.331334806,3168.0,10,0,1,0,0
69,0.0,0.007592311,0,0.008920332,3250.0,9,0,0,0,0
67,0.0,0.080588939,0,0.491666667,1199.0,5,0,1,0,0
60,1.0,0.0001,0,1.604963806,2900.0,5,0,1,0,1
21,0.0,0.996677741,1,0.005997001,2000.0,2,0,0,0,0
64,0.0,0.8033531970000001,0,0.2349381739999999,3800.0,3,0,0,0,0
59,0.0,0.02620763,0,0.018784345,71335.0,17,0,1,0,0
50,3.0,0.286196598,0,0.071991001,8000.0,9,0,0,0,0
34,0.0,0.276854093,0,0.2729719339999999,2600.0,8,0,0,0,0
35,0.0,0.013719071,0,0.360271116,1917.0,10,0,1,0,0
